candidate_accession	representative_accession
XP_065517920.1	XP_065517920.1
XP_065517923.1	XP_065517923.1
XP_065517924.1	XP_065517924.1
XP_065517925.1	XP_065517925.1
XP_065518247.1	XP_065518247.1
XP_065520864.1	XP_065520864.1
XP_065522741.1	XP_065522741.1
XP_065523739.1	XP_065523739.1
XP_065523740.1	XP_065523740.1
XP_065523741.1	XP_065523741.1
XP_065523742.1	XP_065523742.1
XP_065523743.1	XP_065523743.1
XP_065529402.1	XP_065529402.1
XP_065529404.1	XP_065529404.1
XP_065529405.1	XP_065529405.1
XP_065529406.1	XP_065529406.1
XP_065529407.1	XP_065529407.1
XP_065560363.1	XP_065560363.1
XP_065560786.1	XP_065560786.1
XP_065560787.1	XP_065560787.1
XP_065560789.1	XP_065560789.1
XP_065568342.1	XP_065568342.1
XP_065568343.1	XP_065568343.1
XP_065578770.1	XP_065578770.1
XP_065581190.1	XP_065581190.1
XP_065581191.1	XP_065581191.1
XP_065587506.1	XP_065587506.1
XP_065589326.1	XP_065589326.1
XP_065594949.1	XP_065594949.1
XP_065594984.1	XP_065594984.1
XP_065595879.1	XP_065595879.1
XP_065601739.1	XP_065601739.1
XP_065601740.1	XP_065601740.1
XP_065608891.1	XP_065608891.1
XP_065608892.1	XP_065608892.1
XP_065608893.1	XP_065608893.1
XP_065608894.1	XP_065608894.1
XP_065621027.1	XP_065621027.1
XP_065621028.1	XP_065621028.1
XP_065635992.1	XP_065635992.1
XP_065635994.1	XP_065635994.1
XP_065640627.1	XP_065640627.1
XP_065666975.1	XP_065666975.1
XP_065672386.1	XP_065672386.1
XP_065674456.1	XP_065674456.1
XP_065674482.1	XP_065674482.1
XP_065674483.1	XP_065674483.1
XP_065676739.1	XP_065676739.1
XP_065688222.1	XP_065688222.1
XP_065688223.1	XP_065688223.1
XP_065688224.1	XP_065688224.1
XP_065688417.1	XP_065688417.1
XP_065697727.2	XP_065697727.2
XP_065697729.2	XP_065697729.2
XP_065704683.1	XP_065704683.1
XP_065716714.1	XP_065716714.1
XP_065716715.1	XP_065716715.1
XP_065717468.1	XP_065717468.1
XP_065728541.1	XP_065728541.1
XP_065730178.1	XP_065730178.1
XP_065730179.1	XP_065730179.1
XP_065731648.1	XP_065731648.1
XP_065731649.1	XP_065731649.1
XP_065731651.1	XP_065731651.1
XP_065731652.1	XP_065731652.1
XP_065731653.1	XP_065731653.1
XP_065731657.1	XP_065731657.1
XP_065731659.1	XP_065731659.1
XP_065731660.1	XP_065731660.1
XP_065731661.1	XP_065731661.1
XP_065731664.1	XP_065731664.1
XP_065731665.1	XP_065731665.1
XP_065731964.1	XP_065731964.1
XP_065731967.1	XP_065731967.1
XP_065731969.1	XP_065731969.1
XP_065734511.1	XP_065734511.1
XP_065734512.1	XP_065734512.1
XP_065739069.1	XP_065739069.1
XP_065754768.1	XP_065754768.1
XP_065761480.1	XP_065761480.1
XP_065761481.1	XP_065761481.1
XP_065769215.1	XP_065769215.1
XP_065769224.1	XP_065769224.1
XP_065769234.1	XP_065769234.1
XP_065769242.1	XP_065769242.1
XP_065769250.1	XP_065769250.1
XP_065769258.1	XP_065769258.1
XP_065769266.1	XP_065769266.1
XP_065777314.1	XP_065777314.1
XP_065781363.1	XP_065781363.1
XP_065781364.1	XP_065781364.1
XP_065793566.1	XP_065793566.1
XP_065796343.1	XP_065796343.1
XP_065796345.1	XP_065796345.1
XP_065803437.1	XP_065803437.1
XP_065803440.1	XP_065803440.1
XP_065803441.1	XP_065803441.1
XP_065804877.1	XP_065804877.1
XP_065804980.1	XP_065804980.1
XP_065804981.1	XP_065804981.1
XP_065824212.1	XP_065824212.1
XP_065827162.1	XP_065827162.1
XP_065834819.1	XP_065834819.1
XP_065836938.1	XP_065836938.1
XP_065839363.1	XP_065839363.1
XP_065862069.1	XP_065862069.1
XP_065864820.1	XP_065864820.1
XP_065872244.1	XP_065872244.1
XP_065889789.1	XP_065889789.1
XP_065891227.1	XP_065891227.1
XP_065905408.1	XP_065905408.1
XP_065905412.1	XP_065905412.1
XP_065923441.1	XP_065923441.1
XP_065945821.1	XP_065945821.1
XP_065946410.1	XP_065946410.1
XP_065952533.1	XP_065952533.1
XP_065968965.1	XP_065968965.1
XP_065971503.1	XP_065971503.1
XP_066009319.1	XP_066009319.1
XP_066021319.1	XP_066021319.1
XP_066021320.1	XP_066021320.1
XP_066028741.1	XP_066028741.1
XP_066029142.1	XP_066029142.1
XP_066030953.1	XP_066030953.1
XP_066037343.1	XP_066037343.1
XP_066037816.1	XP_066037816.1
XP_066042013.1	XP_066042013.1
XP_066042021.1	XP_066042021.1
XP_066042027.1	XP_066042027.1
XP_066042035.1	XP_066042035.1
XP_066048923.1	XP_066048923.1
XP_066048924.1	XP_066048924.1
XP_066048925.1	XP_066048925.1
XP_066048926.1	XP_066048926.1
XP_066050365.1	XP_066050365.1
XP_066055774.1	XP_066055774.1
XP_066065711.1	XP_066065711.1
XP_066068044.1	XP_066068044.1
XP_066069379.1	XP_066069379.1
XP_066072483.1	XP_066072483.1
XP_066073996.1	XP_066073996.1
XP_066075452.1	XP_066075452.1
XP_066082812.1	XP_066082812.1
XP_066083895.1	XP_066083895.1
XP_066085896.1	XP_066085896.1
XP_066098564.1	XP_066098564.1
XP_066098565.1	XP_066098565.1
XP_066098566.1	XP_066098566.1
XP_066099548.1	XP_066099548.1
XP_066099557.1	XP_066099557.1
XP_066107818.1	XP_066107818.1
XP_066107819.1	XP_066107819.1
XP_066107821.1	XP_066107821.1
XP_066107822.1	XP_066107822.1
XP_066113049.1	XP_066113049.1
XP_066113052.1	XP_066113052.1
XP_066113053.1	XP_066113053.1
XP_066113054.1	XP_066113054.1
XP_066125276.1	XP_066125276.1
XP_066125279.1	XP_066125279.1
XP_066125280.1	XP_066125280.1
XP_066125281.1	XP_066125281.1
XP_066125282.1	XP_066125282.1
XP_066125283.1	XP_066125283.1
XP_066125284.1	XP_066125284.1
XP_066125285.1	XP_066125285.1
XP_066129740.1	XP_066129740.1
XP_066129742.1	XP_066129742.1
XP_066129743.1	XP_066129743.1
XP_066129744.1	XP_066129744.1
XP_066136192.1	XP_066136192.1
XP_066136193.1	XP_066136193.1
XP_066139205.1	XP_066139205.1
XP_066139206.1	XP_066139206.1
XP_066141430.1	XP_066141430.1
XP_066143206.1	XP_066143206.1
XP_066143207.1	XP_066143207.1
XP_066149697.1	XP_066149697.1
XP_066149701.1	XP_066149701.1
XP_066154561.1	XP_066154561.1
XP_066160171.1	XP_066160171.1
XP_066160172.1	XP_066160172.1
XP_066161508.1	XP_066161508.1
XP_066163577.1	XP_066163577.1
XP_066163579.1	XP_066163579.1
XP_066163580.1	XP_066163580.1
XP_066171644.1	XP_066171644.1
XP_066181571.1	XP_066181571.1
XP_066181573.1	XP_066181573.1
XP_066181574.1	XP_066181574.1
XP_066181576.1	XP_066181576.1
XP_066182776.1	XP_066182776.1
XP_066182783.1	XP_066182783.1
XP_066182792.1	XP_066182792.1
XP_066182801.1	XP_066182801.1
XP_066183979.1	XP_066183979.1
XP_066194908.1	XP_066194908.1
XP_066194910.1	XP_066194910.1
XP_066194988.1	XP_066194988.1
XP_066206096.1	XP_066206096.1
XP_066206097.1	XP_066206097.1
XP_066206098.1	XP_066206098.1
XP_066216605.1	XP_066216605.1
XP_066216613.1	XP_066216613.1
XP_066216618.1	XP_066216618.1
XP_066216624.1	XP_066216624.1
XP_066223959.1	XP_066223959.1
XP_066223963.1	XP_066223963.1
XP_066223964.1	XP_066223964.1
XP_066223965.1	XP_066223965.1
XP_066230822.1	XP_066230822.1
XP_066230828.1	XP_066230828.1
XP_066232383.1	XP_066232383.1
XP_066232386.1	XP_066232386.1
XP_066232387.1	XP_066232387.1
XP_066232388.1	XP_066232388.1
XP_066232389.1	XP_066232389.1
XP_066232390.1	XP_066232390.1
XP_066232391.1	XP_066232391.1
XP_066232392.1	XP_066232392.1
XP_066237785.1	XP_066237785.1
XP_066237786.1	XP_066237786.1
XP_066240773.1	XP_066240773.1
XP_066240774.1	XP_066240774.1
XP_066246283.1	XP_066246283.1
XP_066253615.1	XP_066253615.1
XP_066253616.1	XP_066253616.1
XP_066253921.1	XP_066253921.1
XP_066255404.1	XP_066255404.1
XP_066255405.1	XP_066255405.1
XP_066257230.1	XP_066257230.1
XP_066273916.1	XP_066273916.1
XP_066290000.1	XP_066290000.1
XP_066290001.1	XP_066290001.1
XP_066298102.1	XP_066298102.1
XP_066298104.1	XP_066298104.1
XP_066298105.1	XP_066298105.1
XP_066298106.1	XP_066298106.1
XP_066298107.1	XP_066298107.1
XP_066301005.1	XP_066301005.1
XP_066301020.1	XP_066301020.1
XP_066309362.1	XP_066309362.1
XP_066310188.1	XP_066310188.1
XP_066311498.1	XP_066311498.1
XP_066312254.1	XP_066312254.1
XP_066312289.1	XP_066312289.1
XP_066312290.1	XP_066312290.1
XP_066329159.1	XP_066329159.1
XP_066351075.1	XP_066351075.1
XP_066351076.1	XP_066351076.1
XP_066351077.1	XP_066351077.1
XP_066386210.1	XP_066386210.1
XP_066397151.1	XP_066397151.1
XP_066412273.1	XP_066412273.1
XP_066412274.1	XP_066412274.1
XP_066415396.1	XP_066415396.1
XP_066416078.1	XP_066416078.1
XP_066416086.1	XP_066416086.1
XP_066416095.1	XP_066416095.1
XP_066416102.1	XP_066416102.1
XP_066425594.1	XP_066425594.1
XP_066426320.1	XP_066426320.1
XP_066438764.1	XP_066438764.1
XP_066438765.1	XP_066438765.1
XP_066440036.1	XP_066440036.1
XP_066440037.1	XP_066440037.1
XP_066441296.1	XP_066441296.1
XP_066453689.1	XP_066453689.1
XP_066458932.1	XP_066458932.1
XP_066460192.1	XP_066460192.1
XP_066467070.1	XP_066467070.1
XP_066469931.1	XP_066469931.1
XP_066469932.1	XP_066469932.1
XP_066471809.1	XP_066471809.1
XP_066479231.1	XP_066479231.1
XP_066479235.1	XP_066479235.1
XP_066479236.1	XP_066479236.1
XP_066481614.1	XP_066481614.1
XP_066481615.1	XP_066481615.1
XP_066484482.1	XP_066484482.1
XP_066493666.1	XP_066493666.1
XP_066493667.1	XP_066493667.1
XP_066510043.1	XP_066510043.1
XP_066510511.1	XP_066510511.1
XP_066510512.1	XP_066510512.1
XP_066520670.1	XP_066520670.1
XP_066520671.1	XP_066520671.1
XP_066520752.1	XP_066520752.1
XP_066528897.1	XP_066528897.1
XP_066528898.1	XP_066528898.1
XP_066528899.1	XP_066528899.1
XP_066530753.1	XP_066530753.1
XP_066539578.1	XP_066539578.1
XP_066539579.1	XP_066539579.1
XP_066546721.1	XP_066546721.1
XP_066546722.1	XP_066546722.1
XP_066546723.1	XP_066546723.1
XP_066548155.1	XP_066548155.1
XP_066548157.1	XP_066548157.1
XP_066548158.1	XP_066548158.1
XP_066548159.1	XP_066548159.1
XP_066554868.1	XP_066554868.1
XP_066554869.1	XP_066554869.1
XP_066567157.1	XP_066567157.1
XP_066568083.1	XP_066568083.1
XP_066569558.1	XP_066569558.1
XP_066573897.1	XP_066573897.1
XP_066573899.1	XP_066573899.1
XP_066589303.1	XP_066589303.1
XP_066596029.1	XP_066596029.1
XP_066596030.1	XP_066596030.1
XP_066597631.1	XP_066597631.1
XP_066599303.1	XP_066599303.1
XP_066604362.1	XP_066604362.1
XP_066607517.1	XP_066607517.1
XP_066609205.1	XP_066609205.1
XP_066611807.1	XP_066611807.1
XP_066612331.1	XP_066612331.1
XP_066624107.1	XP_066624107.1
XP_066625113.1	XP_066625113.1
XP_066625322.1	XP_066625322.1
XP_066632465.1	XP_066632465.1
XP_066636909.1	XP_066636909.1
XP_066641605.1	XP_066641605.1
XP_066642845.1	XP_066642845.1
XP_066656259.1	XP_066656259.1
XP_066656480.1	XP_066656480.1
XP_066659974.1	XP_066659974.1
XP_066661467.1	XP_066661467.1
XP_066665944.1	XP_066665944.1
XP_066667468.1	XP_066667468.1
XP_066678614.1	XP_066678614.1
XP_066680028.1	XP_066680028.1
XP_066687638.1	XP_066687638.1
XP_066702053.1	XP_066702053.1
XP_066704603.1	XP_066704603.1
XP_066714588.1	XP_066714588.1
XP_066726961.1	XP_066726961.1
XP_066734240.1	XP_066734240.1
XP_066744055.1	XP_066744055.1
XP_066744392.1	XP_066744392.1
XP_066746735.1	XP_066746735.1
XP_066753493.1	XP_066753493.1
XP_066754973.1	XP_066754973.1
XP_066757639.1	XP_066757639.1
XP_066758297.1	XP_066758297.1
XP_066763070.1	XP_066763070.1
XP_066764867.1	XP_066764867.1
XP_066769007.1	XP_066769007.1
XP_066772331.1	XP_066772331.1
XP_066776521.1	XP_066776521.1
XP_066776999.1	XP_066776999.1
XP_066783548.1	XP_066783548.1
XP_066784690.1	XP_066784690.1
XP_066788089.1	XP_066788089.1
XP_066791293.1	XP_066791293.1
XP_066795446.1	XP_066795446.1
XP_066797870.1	XP_066797870.1
XP_066800217.1	XP_066800217.1
XP_066800696.1	XP_066800696.1
XP_066821229.1	XP_066821229.1
XP_066821230.1	XP_066821230.1
XP_066825736.1	XP_066825736.1
XP_066829607.1	XP_066829607.1
XP_066843318.1	XP_066843318.1
XP_066847663.1	XP_066847663.1
XP_066848682.1	XP_066848682.1
XP_066848683.1	XP_066848683.1
XP_066848684.1	XP_066848684.1
XP_066857673.1	XP_066857673.1
XP_066860687.1	XP_066860687.1
XP_066863695.1	XP_066863695.1
XP_066863702.1	XP_066863702.1
XP_066863706.1	XP_066863706.1
XP_066863708.1	XP_066863708.1
XP_066863719.1	XP_066863719.1
XP_066863727.1	XP_066863727.1
XP_066863736.1	XP_066863736.1
XP_066863741.1	XP_066863741.1
XP_066863755.1	XP_066863755.1
XP_066863758.1	XP_066863758.1
XP_066863761.1	XP_066863761.1
XP_066874743.1	XP_066874743.1
XP_066874744.1	XP_066874744.1
XP_066897318.1	XP_066897318.1
XP_066912118.1	XP_066912118.1
XP_066916356.1	XP_066916356.1
XP_066929045.1	XP_066929045.1
XP_066931411.1	XP_066931411.1
XP_066940608.1	XP_066940608.1
XP_066940611.1	XP_066940611.1
XP_066941316.1	XP_066941316.1
XP_066955448.1	XP_066955448.1
XP_066955449.1	XP_066955449.1
XP_066955450.1	XP_066955450.1
XP_066955451.1	XP_066955451.1
XP_066959068.1	XP_066959068.1
XP_066986536.1	XP_066986536.1
XP_066994458.1	XP_066994458.1
XP_066997183.2	XP_066997183.2
XP_067003930.2	XP_067003930.2
XP_067003931.2	XP_067003931.2
XP_067006313.1	XP_067006313.1
XP_067006314.1	XP_067006314.1
XP_067006315.1	XP_067006315.1
XP_067011577.2	XP_067011577.2
XP_067011783.2	XP_067011783.2
XP_067016358.1	XP_067016358.1
XP_067020743.1	XP_067020743.1
XP_067020744.1	XP_067020744.1
XP_067028065.1	XP_067028065.1
XP_067048804.1	XP_067048804.1
XP_067048805.1	XP_067048805.1
XP_067051782.1	XP_067051782.1
XP_067055323.1	XP_067055323.1
XP_067060502.1	XP_067060502.1
XP_067061751.1	XP_067061751.1
XP_067062299.1	XP_067062299.1
XP_067062309.1	XP_067062309.1
XP_067063622.1	XP_067063622.1
XP_067063704.1	XP_067063704.1
XP_067063950.1	XP_067063950.1
XP_067064708.1	XP_067064708.1
XP_067065658.1	XP_067065658.1
XP_067067013.1	XP_067067013.1
XP_067070874.1	XP_067070874.1
XP_067071839.1	XP_067071839.1
XP_067080010.1	XP_067080010.1
XP_067080780.1	XP_067080780.1
XP_067081659.1	XP_067081659.1
XP_067082112.1	XP_067082112.1
XP_067082526.1	XP_067082526.1
XP_067083072.1	XP_067083072.1
XP_067083489.1	XP_067083489.1
XP_067084016.1	XP_067084016.1
XP_067084406.1	XP_067084406.1
XP_067086578.1	XP_067086578.1
XP_067094562.1	XP_067094562.1
XP_067094563.1	XP_067094563.1
XP_067101075.1	XP_067101075.1
XP_067108022.1	XP_067108022.1
XP_067111940.1	XP_067111940.1
XP_067118656.1	XP_067118656.1
XP_067120297.1	XP_067120297.1
XP_067122746.1	XP_067122746.1
XP_067125662.1	XP_067125662.1
XP_067131870.1	XP_067131870.1
XP_067133552.1	XP_067133552.1
XP_067133897.1	XP_067133897.1
XP_067133913.1	XP_067133913.1
XP_067139358.1	XP_067139358.1
XP_067139359.1	XP_067139359.1
XP_067147138.1	XP_067147138.1
XP_067147946.1	XP_067147946.1
XP_067157357.1	XP_067157357.1
XP_067157359.1	XP_067157359.1
XP_067158669.1	XP_067158669.1
XP_067158670.1	XP_067158670.1
XP_067170926.1	XP_067170926.1
XP_067170927.1	XP_067170927.1
XP_067172276.1	XP_067172276.1
XP_067172277.1	XP_067172277.1
XP_067172278.1	XP_067172278.1
XP_067172855.1	XP_067172855.1
XP_067172862.1	XP_067172862.1
XP_067172863.1	XP_067172863.1
XP_067172864.1	XP_067172864.1
XP_067172865.1	XP_067172865.1
XP_067176043.1	XP_067176043.1
XP_067177255.1	XP_067177255.1
XP_067177802.1	XP_067177802.1
XP_067177812.1	XP_067177812.1
XP_067179078.1	XP_067179078.1
XP_067179150.1	XP_067179150.1
XP_067179379.1	XP_067179379.1
XP_067180145.1	XP_067180145.1
XP_067181063.1	XP_067181063.1
XP_067183208.1	XP_067183208.1
XP_067187002.1	XP_067187002.1
XP_067188544.1	XP_067188544.1
XP_067189159.1	XP_067189159.1
XP_067191083.1	XP_067191083.1
XP_067191475.1	XP_067191475.1
XP_067192122.1	XP_067192122.1
XP_067193536.1	XP_067193536.1
XP_067194720.1	XP_067194720.1
XP_067196266.1	XP_067196266.1
XP_067200328.1	XP_067200328.1
XP_067210901.1	XP_067210901.1
XP_067211381.1	XP_067211381.1
XP_067211382.1	XP_067211382.1
XP_067225251.1	XP_067225251.1
XP_067225556.1	XP_067225556.1
XP_067226931.1	XP_067226931.1
XP_067248563.1	XP_067248563.1
XP_067248573.1	XP_067248573.1
XP_067258377.1	XP_067258377.1
XP_067258379.1	XP_067258379.1
XP_067262434.1	XP_067262434.1
XP_067263515.1	XP_067263515.1
XP_067268459.1	XP_067268459.1
XP_067268460.1	XP_067268460.1
XP_067268461.1	XP_067268461.1
XP_067268462.1	XP_067268462.1
XP_067268463.1	XP_067268463.1
XP_067281743.1	XP_067281743.1
XP_067281744.1	XP_067281744.1
XP_067281745.1	XP_067281745.1
XP_067281746.1	XP_067281746.1
XP_067285485.1	XP_067285485.1
XP_067286197.1	XP_067286197.1
XP_067293705.1	XP_067293705.1
XP_067296058.1	XP_067296058.1
XP_067296065.1	XP_067296065.1
XP_067296139.1	XP_067296139.1
XP_067301633.1	XP_067301633.1
XP_067305327.1	XP_067305327.1
XP_067305328.1	XP_067305328.1
XP_067342376.1	XP_067342376.1
XP_067344173.1	XP_067344173.1
XP_067351254.1	XP_067351254.1
XP_067363137.1	XP_067363137.1
XP_067363147.1	XP_067363147.1
XP_067366681.1	XP_067366681.1
XP_067366682.1	XP_067366682.1
XP_067369099.1	XP_067369099.1
XP_067369100.1	XP_067369100.1
XP_067375953.1	XP_067375953.1
XP_067375955.1	XP_067375955.1
XP_067375957.1	XP_067375957.1
XP_067375958.1	XP_067375958.1
XP_067377387.1	XP_067377387.1
XP_067377388.1	XP_067377388.1
XP_067377389.1	XP_067377389.1
XP_067385668.1	XP_067385668.1
XP_067385676.1	XP_067385676.1
XP_067385685.1	XP_067385685.1
XP_067385694.1	XP_067385694.1
XP_067385703.1	XP_067385703.1
XP_067391712.1	XP_067391712.1
XP_067391713.1	XP_067391713.1
XP_067398665.1	XP_067398665.1
XP_067398666.1	XP_067398666.1
XP_067399959.1	XP_067399959.1
XP_067406862.1	XP_067406862.1
XP_067424611.1	XP_067424611.1
XP_067424612.1	XP_067424612.1
XP_067424613.1	XP_067424613.1
XP_067424614.1	XP_067424614.1
XP_067424618.1	XP_067424618.1
XP_067424620.1	XP_067424620.1
XP_067431624.1	XP_067431624.1
XP_067433813.1	XP_067433813.1
XP_067452364.1	XP_067452364.1
XP_067452366.1	XP_067452366.1
XP_067452367.1	XP_067452367.1
XP_067452368.1	XP_067452368.1
XP_067452370.1	XP_067452370.1
XP_067458219.1	XP_067458219.1
XP_067467562.1	XP_067467562.1
XP_067467563.1	XP_067467563.1
XP_067471310.1	XP_067471310.1
XP_067471327.1	XP_067471327.1
XP_067471335.1	XP_067471335.1
XP_067471345.1	XP_067471345.1
XP_067475769.1	XP_067475769.1
XP_067488152.1	XP_067488152.1
XP_067490815.1	XP_067490815.1
XP_067493060.1	XP_067493060.1
XP_067498547.1	XP_067498547.1
XP_067502050.1	XP_067502050.1
XP_067511661.1	XP_067511661.1
XP_067526706.1	XP_067526706.1
XP_067526879.1	XP_067526879.1
XP_067528600.1	XP_067528600.1
XP_067531073.1	XP_067531073.1
XP_067537632.1	XP_067537632.1
XP_067539713.1	XP_067539713.1
XP_067541060.1	XP_067541060.1
XP_067543351.1	XP_067543351.1
XP_067551031.1	XP_067551031.1
XP_067561619.1	XP_067561619.1
XP_067561629.1	XP_067561629.1
XP_067577483.1	XP_067577483.1
XP_067577484.1	XP_067577484.1
XP_067582200.1	XP_067582200.1
XP_067582201.1	XP_067582201.1
XP_067582202.1	XP_067582202.1
XP_067582203.1	XP_067582203.1
XP_067582204.1	XP_067582204.1
XP_067582205.1	XP_067582205.1
XP_067582206.1	XP_067582206.1
XP_067582207.1	XP_067582207.1
XP_067582208.1	XP_067582208.1
XP_067582209.1	XP_067582209.1
XP_067586454.1	XP_067586454.1
XP_067586455.1	XP_067586455.1
XP_067600877.1	XP_067600877.1
XP_067600880.1	XP_067600880.1
XP_067600881.1	XP_067600881.1
XP_067600882.1	XP_067600882.1
XP_067600883.1	XP_067600883.1
XP_067600884.1	XP_067600884.1
XP_067600885.1	XP_067600885.1
XP_067604829.1	XP_067604829.1
XP_067604830.1	XP_067604830.1
XP_067604831.1	XP_067604831.1
XP_067619976.1	XP_067619976.1
XP_067637405.1	XP_067637405.1
XP_067639500.1	XP_067639500.1
XP_067639501.1	XP_067639501.1
XP_067642220.1	XP_067642220.1
XP_067642222.1	XP_067642222.1
XP_067644036.1	XP_067644036.1
XP_067650739.1	XP_067650739.1
XP_067666540.1	XP_067666540.1
XP_067678143.1	XP_067678143.1
XP_067678146.1	XP_067678146.1
XP_067685867.1	XP_067685867.1
XP_067686031.1	XP_067686031.1
XP_067690240.1	XP_067690240.1
XP_067691511.1	XP_067691511.1
XP_067692079.1	XP_067692079.1
XP_067693438.1	XP_067693438.1
XP_067693514.1	XP_067693514.1
XP_067693766.1	XP_067693766.1
XP_067694558.1	XP_067694558.1
XP_067695512.1	XP_067695512.1
XP_067698599.1	XP_067698599.1
XP_067699852.1	XP_067699852.1
XP_067700408.1	XP_067700408.1
XP_067701723.1	XP_067701723.1
XP_067701801.1	XP_067701801.1
XP_067702029.1	XP_067702029.1
XP_067702779.1	XP_067702779.1
XP_067703700.1	XP_067703700.1
XP_067706730.1	XP_067706730.1
XP_067707979.1	XP_067707979.1
XP_067708526.1	XP_067708526.1
XP_067709868.1	XP_067709868.1
XP_067709947.1	XP_067709947.1
XP_067710975.1	XP_067710975.1
XP_067711925.1	XP_067711925.1
XP_067717667.1	XP_067717667.1
XP_067717717.1	XP_067717717.1
XP_067720154.1	XP_067720154.1
XP_067724708.1	XP_067724708.1
XP_067725763.1	XP_067725763.1
XP_067730392.1	XP_067730392.1
XP_067731511.1	XP_067731511.1
XP_067731766.1	XP_067731766.1
XP_067734089.1	XP_067734089.1
XP_067735915.1	XP_067735915.1
XP_067736754.1	XP_067736754.1
XP_067737024.1	XP_067737024.1
XP_067737899.1	XP_067737899.1
XP_067744527.1	XP_067744527.1
XP_067745090.1	XP_067745090.1
XP_067746315.1	XP_067746315.1
XP_067746316.1	XP_067746316.1
XP_067746619.1	XP_067746619.1
XP_067749980.1	XP_067749980.1
XP_067754789.1	XP_067754789.1
XP_067755739.1	XP_067755739.1
XP_067756246.1	XP_067756246.1
XP_067756255.1	XP_067756255.1
XP_067757505.1	XP_067757505.1
XP_067757592.1	XP_067757592.1
XP_067757826.1	XP_067757826.1
XP_067758582.1	XP_067758582.1
XP_067759408.1	XP_067759408.1
XP_067765086.1	XP_067765086.1
XP_067774456.1	XP_067774456.1
XP_067774854.1	XP_067774854.1
XP_067784632.1	XP_067784632.1
XP_067790913.1	XP_067790913.1
XP_067797301.1	XP_067797301.1
XP_067798208.1	XP_067798208.1
XP_067800421.1	XP_067800421.1
XP_067801792.1	XP_067801792.1
XP_067802012.1	XP_067802012.1
XP_067805503.1	XP_067805503.1
XP_067805895.1	XP_067805895.1
XP_067810018.1	XP_067810018.1
XP_067812626.1	XP_067812626.1
XP_067814639.1	XP_067814639.1
XP_067815251.1	XP_067815251.1
XP_067815920.1	XP_067815920.1
XP_067816777.1	XP_067816777.1
XP_067817321.1	XP_067817321.1
XP_067818339.1	XP_067818339.1
XP_067820328.1	XP_067820328.1
XP_067821307.1	XP_067821307.1
XP_067825080.1	XP_067825080.1
XP_067838753.1	XP_067838753.1
XP_067839279.1	XP_067839279.1
XP_067846300.1	XP_067846300.1
XP_067846302.1	XP_067846302.1
XP_067854008.1	XP_067854008.1
XP_067858015.1	XP_067858015.1
XP_067858016.1	XP_067858016.1
XP_067858017.1	XP_067858017.1
XP_067858019.1	XP_067858019.1
XP_067858020.1	XP_067858020.1
XP_067863371.1	XP_067863371.1
XP_067869411.1	XP_067869411.1
XP_067870381.1	XP_067870381.1
XP_067885555.1	XP_067885555.1
XP_067885556.1	XP_067885556.1
XP_067885557.1	XP_067885557.1
XP_067885559.1	XP_067885559.1
XP_067886163.1	XP_067886163.1
XP_067886164.1	XP_067886164.1
XP_067893227.1	XP_067893227.1
XP_067893229.1	XP_067893229.1
XP_067905517.1	XP_067905517.1
XP_067905518.1	XP_067905518.1
XP_067914865.1	XP_067914865.1
XP_067914875.1	XP_067914875.1
XP_067914883.1	XP_067914883.1
XP_067914893.1	XP_067914893.1
XP_067914903.1	XP_067914903.1
XP_067914912.1	XP_067914912.1
